POS,Player,Ov,Runs,Wkts,Dots,Econ,SR,Against,Venue,Match Date,Year
146,Ravindra Jadeja,4,25,0,8,6.25,0.0,KKR,Wankhede Stadium,2022-03-26,2022
147,Mohsin Khan,4,25,1,13,6.25,24.0,RCB,Eden Gardens,2022-05-25,2022
148,Shahbaz Ahmed,4,25,0,10,6.25,0.0,LSG,DY Patil Stadium,2022-04-19,2022
149,Riley Meredith,4,25,1,14,6.25,24.0,CSK,DY Patil Stadium,2022-04-21,2022
150,Khaleel Ahmed,4,25,3,13,6.25,8.0,KKR,Brabourne - CCI,2022-04-10,2022
151,Bhuvneshwar Kumar,4,25,0,7,6.25,0.0,LSG,DY Patil Stadium,2022-04-04,2022
152,Mohammad Shami,4,25,3,13,6.25,8.0,LSG,Wankhede Stadium,2022-03-28,2022
153,Mustafizur Rahman,4,26,0,8,6.5,0.0,LSG,DY Patil Stadium,2022-04-07,2022
154,Maheesh Theekshana,4,26,0,6,6.5,0.0,SRH,Maharashtra Cricket Association Stadium,2022-05-01,2022
155,Sunil Narine,4,26,0,8,6.5,0.0,MI,Maharashtra Cricket Association Stadium,2022-04-06,2022
156,Yuzvendra Chahal,4,26,2,11,6.5,12.0,MI,DY Patil Stadium,2022-04-02,2022
157,Avesh Khan,4,26,2,8,6.5,12.0,GT,Maharashtra Cricket Association Stadium,2022-05-10,2022
158,Marco Jansen,4,26,1,12,6.5,24.0,KKR,Brabourne - CCI,2022-04-15,2022
159,Harpreet Brar,4,26,3,11,6.5,8.0,SRH,Wankhede Stadium,2022-05-22,2022
160,Daniel Sams,4,26,1,13,6.5,24.0,KKR,DY Patil Stadium,2022-05-09,2022
161,T Natarajan,4,26,2,6,6.5,12.0,LSG,DY Patil Stadium,2022-04-04,2022
162,Bhuvneshwar Kumar,4,26,1,12,6.5,24.0,MI,Wankhede Stadium,2022-05-17,2022
163,Wanindu Hasaranga,4,26,1,11,6.5,24.0,RR,Narendra Modi Stadium,2022-05-27,2022
164,Yuzvendra Chahal,4,26,2,9,6.5,12.0,CSK,Brabourne - CCI,2022-05-20,2022
165,Rishi Dhawan,4,26,1,6,6.5,24.0,GT,DY Patil Stadium,2022-05-03,2022
166,Mayank Markande,4,26,1,9,6.5,24.0,DC,Wankhede Stadium,2022-05-21,2022
167,Hardik Pandya,4,27,1,10,6.75,24.0,SRH,DY Patil Stadium,2022-04-11,2022
168,Liam Livingstone,4,27,3,8,6.75,8.0,DC,DY Patil Stadium,2022-05-16,2022
169,Mohsin Khan,4,27,1,11,6.75,24.0,MI,Wankhede Stadium,2022-04-24,2022
170,Umran Malik,4,27,2,15,6.75,12.0,KKR,Brabourne - CCI,2022-04-15,2022
171,Jasprit Bumrah,4,27,0,11,6.75,0.0,RR,DY Patil Stadium,2022-04-30,2022
172,Maheesh Theekshana,4,27,3,8,6.75,8.0,RCB,Maharashtra Cricket Association Stadium,2022-05-04,2022
173,Krunal Pandya,4,27,2,8,6.75,12.0,SRH,DY Patil Stadium,2022-04-04,2022
174,Marco Jansen,4,27,1,8,6.75,24.0,GT,DY Patil Stadium,2022-04-11,2022
175,Rashid Khan,4,27,1,8,6.75,24.0,LSG,Wankhede Stadium,2022-03-28,2022
176,Arshdeep Singh,4,27,1,9,6.75,24.0,RCB,Brabourne - CCI,2022-05-13,2022
177,Simarjeet Singh,4,27,2,13,6.75,12.0,DC,DY Patil Stadium,2022-05-08,2022
178,Sunil Narine,4,27,0,8,6.75,0.0,LSG,DY Patil Stadium,2022-05-18,2022
179,Khaleel Ahmed,4,27,2,13,6.75,12.0,MI,Brabourne - CCI,2022-03-27,2022
180,Shardul Thakur,4,27,0,12,6.75,0.0,RR,DY Patil Stadium,2022-05-11,2022
181,Shardul Thakur,4,27,1,14,6.75,24.0,RCB,Wankhede Stadium,2022-04-16,2022
182,Bhuvneshwar Kumar,4,27,1,13,6.75,24.0,KKR,Maharashtra Cricket Association Stadium,2022-05-14,2022
183,Glenn Maxwell,4,28,1,14,7.0,24.0,GT,Wankhede Stadium,2022-05-19,2022
184,Wanindu Hasaranga,4,28,2,10,7.0,12.0,MI,Maharashtra Cricket Association Stadium,2022-04-09,2022
185,Umran Malik,4,28,4,15,7.0,6.0,PBKS,DY Patil Stadium,2022-04-17,2022
186,Yuzvendra Chahal,4,28,1,8,7.0,24.0,DC,Wankhede Stadium,2022-04-22,2022
187,Trent Boult,4,28,1,13,7.0,24.0,RCB,Narendra Modi Stadium,2022-05-27,2022
188,Jagadeesha Suchith,4,28,1,10,7.0,24.0,PBKS,DY Patil Stadium,2022-04-17,2022
189,Khaleel Ahmed,4,28,2,10,7.0,12.0,CSK,DY Patil Stadium,2022-05-08,2022
190,Jasprit Bumrah,4,28,1,6,7.0,24.0,PBKS,Maharashtra Cricket Association Stadium,2022-04-13,2022
191,Moeen Ali,4,28,2,8,7.0,12.0,RCB,Maharashtra Cricket Association Stadium,2022-05-04,2022
192,Josh Hazlewood,4,28,3,12,7.0,8.0,DC,Wankhede Stadium,2022-04-16,2022
193,Yuzvendra Chahal,4,28,3,10,7.0,8.0,PBKS,Wankhede Stadium,2022-05-07,2022
194,Mustafizur Rahman,4,28,1,14,7.0,24.0,PBKS,Brabourne - CCI,2022-04-20,2022
195,Rahul Chahar,4,28,2,7,7.0,12.0,SRH,DY Patil Stadium,2022-04-17,2022
196,Washington Sundar,4,28,2,10,7.0,12.0,LSG,DY Patil Stadium,2022-04-04,2022
197,Ravi Bishnoi,4,28,1,10,7.0,24.0,DC,Wankhede Stadium,2022-05-01,2022
198,Ravichandran Ashwin,4,28,1,9,7.0,24.0,CSK,Brabourne - CCI,2022-05-20,2022
199,Axar Patel,4,28,1,5,7.0,24.0,KKR,Wankhede Stadium,2022-04-28,2022
200,Lockie Ferguson,4,28,4,12,7.0,6.0,DC,Maharashtra Cricket Association Stadium,2022-04-02,2022
201,Tim Southee,4,28,1,12,7.0,24.0,LSG,Maharashtra Cricket Association Stadium,2022-05-07,2022
202,Rashid Khan,4,28,1,6,7.0,24.0,SRH,DY Patil Stadium,2022-04-11,2022
203,Anukul Roy,4,28,1,7,7.0,24.0,RR,Wankhede Stadium,2022-05-02,2022
204,Wanindu Hasaranga,4,28,2,9,7.0,12.0,GT,Brabourne - CCI,2022-04-30,2022
205,David Willey,4,29,1,8,7.25,24.0,RR,Wankhede Stadium,2022-04-05,2022
206,Jasprit Bumrah,4,29,0,9,7.25,0.0,CSK,DY Patil Stadium,2022-04-21,2022
207,Basil Thampi,4,29,0,11,7.25,0.0,RCB,Maharashtra Cricket Association Stadium,2022-04-09,2022
208,Rashid Khan,4,29,0,5,7.25,0.0,CSK,Maharashtra Cricket Association Stadium,2022-04-17,2022
209,Anrich Nortje,4,29,1,11,7.25,24.0,PBKS,DY Patil Stadium,2022-05-16,2022
210,Prasidh Krishna,4,29,1,11,7.25,24.0,MI,DY Patil Stadium,2022-04-30,2022
211,Maheesh Theekshana,4,29,1,13,7.25,24.0,DC,DY Patil Stadium,2022-05-08,2022
212,Bhuvneshwar Kumar,4,29,1,14,7.25,24.0,RR,Maharashtra Cricket Association Stadium,2022-03-29,2022
213,Murugan Ashwin,4,29,2,8,7.25,12.0,GT,Brabourne - CCI,2022-05-06,2022
214,Rashid Khan,4,29,1,4,7.25,24.0,RCB,Brabourne - CCI,2022-04-30,2022
215,Krunal Pandya,4,29,1,6,7.25,24.0,RCB,DY Patil Stadium,2022-04-19,2022
216,Axar Patel,4,29,1,7,7.25,24.0,RCB,Wankhede Stadium,2022-04-16,2022
217,Arshdeep Singh,4,29,2,8,7.25,12.0,RR,Wankhede Stadium,2022-05-07,2022
218,Ravi Bishnoi,4,29,0,5,7.25,0.0,SRH,DY Patil Stadium,2022-04-04,2022
219,Arshdeep Singh,4,29,0,11,7.25,0.0,MI,Maharashtra Cricket Association Stadium,2022-04-13,2022
220,Trent Boult,4,29,1,11,7.25,24.0,MI,DY Patil Stadium,2022-04-02,2022
221,Kagiso Rabada,4,29,1,9,7.25,24.0,SRH,DY Patil Stadium,2022-04-17,2022
222,Ravi Bishnoi,4,29,0,7,7.25,0.0,RR,Wankhede Stadium,2022-04-10,2022
223,Kagiso Rabada,4,29,2,15,7.25,12.0,MI,Maharashtra Cricket Association Stadium,2022-04-13,2022
224,Ravichandran Ashwin,4,30,1,6,7.5,24.0,MI,DY Patil Stadium,2022-04-02,2022
225,Mohammad Shami,4,30,2,10,7.5,12.0,DC,Maharashtra Cricket Association Stadium,2022-04-02,2022
226,Jagadeesha Suchith,4,30,2,12,7.5,12.0,RCB,Wankhede Stadium,2022-05-08,2022
227,Krishnappa Gowtham,4,30,2,11,7.5,12.0,RR,Wankhede Stadium,2022-04-10,2022
228,Mukesh Choudhary,4,30,1,11,7.5,24.0,SRH,DY Patil Stadium,2022-04-09,2022
229,Mohammed Siraj,4,30,2,12,7.5,12.0,RR,Maharashtra Cricket Association Stadium,2022-04-26,2022
230,Dwaine Pretorius,4,30,2,11,7.5,12.0,PBKS,Brabourne - CCI,2022-04-03,2022
231,Ravindra Jadeja,4,30,0,8,7.5,0.0,MI,DY Patil Stadium,2022-04-21,2022
232,Avesh Khan,4,30,3,14,7.5,8.0,MI,Brabourne - CCI,2022-04-16,2022
233,Jaydev Unadkat,4,30,1,10,7.5,24.0,RCB,Maharashtra Cricket Association Stadium,2022-04-09,2022
234,Marco Jansen,4,30,1,11,7.5,24.0,KKR,Maharashtra Cricket Association Stadium,2022-05-14,2022
235,Jason Holder,4,30,0,8,7.5,0.0,DC,DY Patil Stadium,2022-04-07,2022
236,Trent Boult,4,30,2,12,7.5,12.0,LSG,Wankhede Stadium,2022-04-10,2022
237,Rashid Khan,4,30,1,9,7.5,24.0,DC,Maharashtra Cricket Association Stadium,2022-04-02,2022
238,Daniel Sams,4,30,1,10,7.5,24.0,DC,Wankhede Stadium,2022-05-21,2022
239,Marco Jansen,4,30,1,11,7.5,24.0,CSK,DY Patil Stadium,2022-04-09,2022
240,Khaleel Ahmed,4,30,3,14,7.5,8.0,SRH,Brabourne - CCI,2022-05-05,2022
241,Daniel Sams,4,30,4,12,7.5,6.0,CSK,DY Patil Stadium,2022-04-21,2022
242,T Natarajan,4,30,2,6,7.5,12.0,CSK,DY Patil Stadium,2022-04-09,2022
243,Rahul Chahar,4,30,2,10,7.5,12.0,LSG,Maharashtra Cricket Association Stadium,2022-04-29,2022
244,Dwaine Pretorius,4,31,2,9,7.75,12.0,LSG,Brabourne - CCI,2022-03-31,2022
245,Ravi Bishnoi,4,31,2,9,7.75,12.0,RR,Brabourne - CCI,2022-05-15,2022
246,Fazalhaq Farooqi,4,31,0,11,7.75,0.0,MI,Wankhede Stadium,2022-05-17,2022
247,Arshdeep Singh,4,31,0,10,7.75,0.0,GT,Brabourne - CCI,2022-04-08,2022
248,Sunil Narine,4,31,0,7,7.75,0.0,GT,DY Patil Stadium,2022-04-23,2022
249,Jasprit Bumrah,4,31,1,9,7.75,24.0,LSG,Wankhede Stadium,2022-04-24,2022
250,Mohammed Siraj,4,31,2,10,7.75,12.0,DC,Wankhede Stadium,2022-04-16,2022
251,Avesh Khan,4,31,1,9,7.75,24.0,RR,Wankhede Stadium,2022-04-10,2022
252,Ravichandran Ashwin,4,31,1,5,7.75,24.0,RCB,Narendra Modi Stadium,2022-05-27,2022
253,Maheesh Theekshana,4,31,0,8,7.75,0.0,SRH,DY Patil Stadium,2022-04-09,2022
254,Tim Southee,4,31,0,6,7.75,0.0,DC,Wankhede Stadium,2022-04-28,2022
255,Mitchell Santner,4,31,1,5,7.75,24.0,KKR,Wankhede Stadium,2022-03-26,2022
256,Umesh Yadav,4,31,1,10,7.75,24.0,GT,DY Patil Stadium,2022-04-23,2022
257,Jasprit Bumrah,4,31,0,8,7.75,0.0,RCB,Maharashtra Cricket Association Stadium,2022-04-09,2022
258,Yuzvendra Chahal,4,31,0,6,7.75,0.0,KKR,Wankhede Stadium,2022-05-02,2022
259,Umesh Yadav,4,31,0,10,7.75,0.0,SRH,Brabourne - CCI,2022-04-15,2022
260,Alzarri Joseph,4,31,1,12,7.75,24.0,KKR,DY Patil Stadium,2022-04-23,2022
261,Sai Kishore,4,31,1,8,7.75,24.0,CSK,Wankhede Stadium,2022-05-15,2022
262,Arshdeep Singh,4,31,1,11,7.75,24.0,RCB,DY Patil Stadium,2022-03-27,2022
263,Rashid Khan,4,31,1,6,7.75,24.0,CSK,Wankhede Stadium,2022-05-15,2022
264,Mohammed Siraj,4,31,1,12,7.75,24.0,LSG,DY Patil Stadium,2022-04-19,2022
265,Ravichandran Ashwin,4,32,2,4,8.0,12.0,DC,Wankhede Stadium,2022-04-22,2022
266,Daniel Sams,4,32,1,10,8.0,24.0,RR,DY Patil Stadium,2022-04-30,2022
267,Trent Boult,4,32,1,11,8.0,24.0,DC,DY Patil Stadium,2022-05-11,2022
268,Mohammad Shami,4,32,0,8,8.0,0.0,SRH,DY Patil Stadium,2022-04-11,2022
269,Varun Chakaravarthy,4,32,1,8,8.0,24.0,MI,Maharashtra Cricket Association Stadium,2022-04-06,2022
270,Ravichandran Ashwin,4,32,0,7,8.0,0.0,DC,DY Patil Stadium,2022-05-11,2022
271,Prasidh Krishna,4,32,2,14,8.0,12.0,LSG,Brabourne - CCI,2022-05-15,2022
272,Ravichandran Ashwin,4,32,1,8,8.0,24.0,PBKS,Wankhede Stadium,2022-05-07,2022
273,Daniel Sams,4,32,0,10,8.0,0.0,RR,DY Patil Stadium,2022-04-02,2022
274,Riley Meredith,4,32,0,9,8.0,0.0,GT,Brabourne - CCI,2022-05-06,2022
275,Rashid Khan,4,32,2,6,8.0,12.0,RCB,Wankhede Stadium,2022-05-19,2022
276,Prasidh Krishna,4,32,0,12,8.0,0.0,CSK,Brabourne - CCI,2022-05-20,2022
277,Kuldeep Yadav,4,32,1,10,8.0,24.0,GT,Maharashtra Cricket Association Stadium,2022-04-02,2022
278,Maheesh Theekshana,4,32,1,6,8.0,24.0,PBKS,Wankhede Stadium,2022-04-25,2022
279,Yuzvendra Chahal,4,32,0,5,8.0,0.0,GT,Eden Gardens,2022-05-24,2022
280,Wanindu Hasaranga,4,32,1,10,8.0,24.0,RR,Wankhede Stadium,2022-04-05,2022
281,Yuzvendra Chahal,4,32,1,6,8.0,24.0,GT,DY Patil Stadium,2022-04-14,2022
282,Jaydev Unadkat,4,32,2,8,8.0,12.0,LSG,Brabourne - CCI,2022-04-16,2022
283,Fazalhaq Farooqi,4,32,2,7,8.0,12.0,PBKS,Wankhede Stadium,2022-05-22,2022
284,Arshdeep Singh,4,32,0,7,8.0,0.0,SRH,DY Patil Stadium,2022-04-17,2022
285,Jasprit Bumrah,4,32,1,11,8.0,24.0,SRH,Wankhede Stadium,2022-05-17,2022
286,Bhuvneshwar Kumar,4,33,0,7,8.25,0.0,GT,Wankhede Stadium,2022-04-27,2022
287,Lockie Ferguson,4,33,1,13,8.25,24.0,KKR,DY Patil Stadium,2022-04-23,2022
288,Shivam Mavi,4,33,1,7,8.25,24.0,RR,Wankhede Stadium,2022-05-02,2022
289,Mohammad Shami,4,33,1,12,8.25,24.0,RR,Narendra Modi Stadium,2022-05-29,2022
290,Romario Shepherd,4,33,1,12,8.25,24.0,RR,Maharashtra Cricket Association Stadium,2022-03-29,2022
291,Kagiso Rabada,4,33,4,13,8.25,6.0,GT,DY Patil Stadium,2022-05-03,2022
292,Harshal Patel,4,33,1,6,8.25,24.0,RR,Maharashtra Cricket Association Stadium,2022-04-26,2022
293,Kuldeep Yadav,4,33,1,9,8.25,24.0,MI,Wankhede Stadium,2022-05-21,2022
294,Josh Hazlewood,4,33,1,12,8.25,24.0,CSK,DY Patil Stadium,2022-04-12,2022
295,Harpreet Brar,4,33,1,12,8.25,24.0,RCB,Brabourne - CCI,2022-05-13,2022
296,Umran Malik,4,33,3,10,8.25,8.0,KKR,Maharashtra Cricket Association Stadium,2022-05-14,2022
297,Maheesh Theekshana,4,33,4,10,8.25,6.0,RCB,DY Patil Stadium,2022-04-12,2022
298,Avesh Khan,4,33,0,7,8.25,0.0,RCB,DY Patil Stadium,2022-04-19,2022
299,Ravichandran Ashwin,4,33,0,9,8.25,0.0,GT,DY Patil Stadium,2022-04-14,2022
300,Ravichandran Ashwin,4,33,0,6,8.25,0.0,KKR,Wankhede Stadium,2022-05-02,2022
301,Lockie Ferguson,4,33,1,10,8.25,24.0,PBKS,Brabourne - CCI,2022-04-08,2022
302,Yuzvendra Chahal,4,33,1,9,8.25,24.0,MI,DY Patil Stadium,2022-04-30,2022
303,Varun Chakaravarthy,4,33,1,11,8.25,24.0,RCB,DY Patil Stadium,2022-03-30,2022
304,Murugan Ashwin,4,33,1,8,8.25,24.0,LSG,Brabourne - CCI,2022-04-16,2022
305,Vaibhav Arora,4,34,0,5,8.5,0.0,GT,Brabourne - CCI,2022-04-08,2022
306,Sunil Narine,4,34,1,6,8.5,24.0,SRH,Maharashtra Cricket Association Stadium,2022-05-14,2022
307,Umesh Yadav,4,34,0,7,8.5,0.0,LSG,DY Patil Stadium,2022-05-18,2022
308,Lockie Ferguson,4,34,1,12,8.5,24.0,MI,Brabourne - CCI,2022-05-06,2022
309,Bhuvneshwar Kumar,4,34,0,7,8.5,0.0,RCB,Wankhede Stadium,2022-05-08,2022
310,Ravi Bishnoi,4,34,0,11,8.5,0.0,GT,Wankhede Stadium,2022-03-28,2022
311,Murugan Ashwin,4,34,1,7,8.5,24.0,PBKS,Maharashtra Cricket Association Stadium,2022-04-13,2022
312,Ravi Bishnoi,4,34,1,6,8.5,24.0,KKR,DY Patil Stadium,2022-05-18,2022
313,Ravi Bishnoi,4,34,1,4,8.5,24.0,MI,Brabourne - CCI,2022-04-16,2022
314,Alzarri Joseph,4,34,2,10,8.5,12.0,CSK,Maharashtra Cricket Association Stadium,2022-04-17,2022
315,Jason Holder,4,34,1,7,8.5,24.0,MI,Brabourne - CCI,2022-04-16,2022
316,Trent Boult,4,34,2,9,8.5,12.0,RCB,Wankhede Stadium,2022-04-05,2022
317,Ravindra Jadeja,4,34,1,10,8.5,24.0,PBKS,Brabourne - CCI,2022-04-03,2022
318,T Natarajan,4,34,2,8,8.5,12.0,GT,DY Patil Stadium,2022-04-11,2022
319,Hrithik Shokeen,4,34,0,11,8.5,0.0,DC,Wankhede Stadium,2022-05-21,2022
320,Khaleel Ahmed,4,34,2,7,8.5,12.0,GT,Maharashtra Cricket Association Stadium,2022-04-02,2022
321,Shivam Mavi,4,34,1,10,8.5,24.0,RR,Brabourne - CCI,2022-04-18,2022
322,Dushmantha Chameera,4,34,0,10,8.5,0.0,GT,Maharashtra Cricket Association Stadium,2022-05-10,2022
323,Washington Sundar,4,34,0,4,8.5,0.0,GT,Wankhede Stadium,2022-04-27,2022
324,Harshal Patel,4,34,4,10,8.5,6.0,PBKS,Brabourne - CCI,2022-05-13,2022
325,Jason Holder,4,34,3,8,8.5,8.0,SRH,DY Patil Stadium,2022-04-04,2022
326,Alzarri Joseph,4,35,1,8,8.75,24.0,SRH,Wankhede Stadium,2022-04-27,2022
327,Harshal Patel,4,35,0,3,8.75,0.0,GT,Brabourne - CCI,2022-04-30,2022
328,Basil Thampi,4,35,3,11,8.75,8.0,DC,Brabourne - CCI,2022-03-27,2022
329,Dwayne Bravo,4,35,1,6,8.75,24.0,LSG,Brabourne - CCI,2022-03-31,2022
330,Mohammed Siraj,4,35,0,11,8.75,0.0,GT,Brabourne - CCI,2022-04-30,2022
331,Marco Jansen,4,35,0,11,8.75,0.0,PBKS,DY Patil Stadium,2022-04-17,2022
332,Shahbaz Ahmed,4,35,0,6,8.75,0.0,LSG,Eden Gardens,2022-05-25,2022
333,Obed McCoy,4,35,2,7,8.75,12.0,LSG,Brabourne - CCI,2022-05-15,2022
334,Maheesh Theekshana,4,35,1,4,8.75,24.0,MI,DY Patil Stadium,2022-04-21,2022
335,Yash Dayal,4,35,0,6,8.75,0.0,RCB,Wankhede Stadium,2022-05-19,2022
336,Tymal Mills,4,35,3,10,8.75,8.0,RR,DY Patil Stadium,2022-04-02,2022
337,Anrich Nortje,4,35,1,11,8.75,24.0,SRH,Brabourne - CCI,2022-05-05,2022
338,Kagiso Rabada,4,35,2,7,8.75,12.0,GT,Brabourne - CCI,2022-04-08,2022
339,Kuldeep Sen,4,35,1,8,8.75,24.0,LSG,Wankhede Stadium,2022-04-10,2022
340,Prasidh Krishna,4,35,0,11,8.75,0.0,GT,DY Patil Stadium,2022-04-14,2022
341,Prasidh Krishna,4,35,1,13,8.75,24.0,LSG,Wankhede Stadium,2022-04-10,2022
342,Murugan Ashwin,4,35,1,10,8.75,24.0,KKR,DY Patil Stadium,2022-05-09,2022
343,Kuldeep Yadav,4,35,4,8,8.75,6.0,KKR,Brabourne - CCI,2022-04-10,2022
344,Harshal Patel,4,35,3,11,8.75,8.0,CSK,Maharashtra Cricket Association Stadium,2022-05-04,2022
345,Shivam Mavi,4,35,0,12,8.75,0.0,CSK,Wankhede Stadium,2022-03-26,2022
346,Tim Southee,4,36,2,14,9.0,12.0,PBKS,Wankhede Stadium,2022-04-01,2022
347,Khaleel Ahmed,4,36,1,9,9.0,24.0,RCB,Wankhede Stadium,2022-04-16,2022
348,Arshdeep Singh,4,36,1,5,9.0,24.0,GT,DY Patil Stadium,2022-05-03,2022
349,Bhuvneshwar Kumar,4,36,1,9,9.0,24.0,CSK,DY Patil Stadium,2022-04-09,2022
350,Rishi Dhawan,4,36,2,4,9.0,12.0,RCB,Brabourne - CCI,2022-05-13,2022
351,Jaydev Unadkat,4,36,0,5,9.0,0.0,LSG,Wankhede Stadium,2022-04-24,2022
352,Trent Boult,4,36,0,10,9.0,0.0,PBKS,Wankhede Stadium,2022-05-07,2022
353,Harshal Patel,4,36,1,10,9.0,24.0,PBKS,DY Patil Stadium,2022-03-27,2022
354,Jason Holder,4,36,1,8,9.0,24.0,MI,Wankhede Stadium,2022-04-24,2022
355,Dwayne Bravo,4,36,2,9,9.0,12.0,MI,DY Patil Stadium,2022-04-21,2022
356,Shivam Mavi,4,36,1,6,9.0,24.0,GT,DY Patil Stadium,2022-04-23,2022
357,Washington Sundar,4,36,1,4,9.0,24.0,MI,Wankhede Stadium,2022-05-17,2022
358,Mukesh Choudhary,4,36,0,6,9.0,0.0,PBKS,Wankhede Stadium,2022-04-25,2022
359,Mitchell Marsh,4,36,1,9,9.0,24.0,SRH,Brabourne - CCI,2022-05-05,2022
360,Lockie Ferguson,4,36,1,10,9.0,24.0,RCB,Brabourne - CCI,2022-04-30,2022
361,Shardul Thakur,4,36,4,10,9.0,6.0,PBKS,DY Patil Stadium,2022-05-16,2022
362,Hardik Pandya,4,36,1,10,9.0,24.0,PBKS,Brabourne - CCI,2022-04-08,2022
363,Mohammad Shami,4,36,1,11,9.0,24.0,PBKS,Brabourne - CCI,2022-04-08,2022
364,Kartik Tyagi,4,37,0,10,9.25,0.0,DC,Brabourne - CCI,2022-05-05,2022
365,Mustafizur Rahman,4,37,0,6,9.25,0.0,LSG,Wankhede Stadium,2022-05-01,2022
366,Anrich Nortje,4,37,2,11,9.25,12.0,MI,Wankhede Stadium,2022-05-21,2022
367,Mohammed Siraj,4,37,0,11,9.25,0.0,CSK,DY Patil Stadium,2022-04-12,2022
368,Rahul Chahar,4,37,2,10,9.25,12.0,RCB,Brabourne - CCI,2022-05-13,2022
369,Axar Patel,4,37,0,7,9.25,0.0,GT,Maharashtra Cricket Association Stadium,2022-04-02,2022
370,Arshdeep Singh,4,37,3,7,9.25,8.0,DC,DY Patil Stadium,2022-05-16,2022
371,Prasidh Krishna,4,37,1,9,9.25,24.0,KKR,Wankhede Stadium,2022-05-02,2022
372,T Natarajan,4,37,3,11,9.25,8.0,KKR,Brabourne - CCI,2022-04-15,2022
373,Bhuvneshwar Kumar,4,37,1,13,9.25,24.0,KKR,Brabourne - CCI,2022-04-15,2022
374,Sandeep Sharma,4,37,0,10,9.25,0.0,RCB,DY Patil Stadium,2022-03-27,2022
375,Bhuvneshwar Kumar,4,37,2,10,9.25,12.0,GT,DY Patil Stadium,2022-04-11,2022
376,Prasidh Krishna,4,37,1,13,9.25,24.0,MI,DY Patil Stadium,2022-04-02,2022
377,Hardik Pandya,4,37,0,10,9.25,0.0,LSG,Wankhede Stadium,2022-03-28,2022
378,Tymal Mills,4,37,0,6,9.25,0.0,PBKS,Maharashtra Cricket Association Stadium,2022-04-13,2022
379,Andre Russell,4,38,1,7,9.5,24.0,CSK,Wankhede Stadium,2022-03-26,2022
380,Kagiso Rabada,4,38,4,12,9.5,6.0,LSG,Maharashtra Cricket Association Stadium,2022-04-29,2022
381,Trent Boult,4,38,1,8,9.5,24.0,GT,Eden Gardens,2022-05-24,2022
382,T Natarajan,4,38,1,8,9.5,24.0,PBKS,DY Patil Stadium,2022-04-17,2022
383,Ravichandran Ashwin,4,38,1,8,9.5,24.0,KKR,Brabourne - CCI,2022-04-18,2022
384,Kagiso Rabada,4,38,1,10,9.5,24.0,SRH,Wankhede Stadium,2022-05-22,2022
385,Marco Jansen,4,38,0,12,9.5,0.0,CSK,Maharashtra Cricket Association Stadium,2022-05-01,2022
386,Avesh Khan,4,38,2,12,9.5,12.0,CSK,Brabourne - CCI,2022-03-31,2022
387,Varun Chakaravarthy,4,38,0,9,9.5,0.0,LSG,DY Patil Stadium,2022-05-18,2022
388,Jagadeesha Suchith,4,38,1,9,9.5,24.0,PBKS,Wankhede Stadium,2022-05-22,2022
389,Rishi Dhawan,4,39,2,10,9.75,12.0,CSK,Wankhede Stadium,2022-04-25,2022
390,Krunal Pandya,4,39,1,4,9.75,24.0,RCB,Eden Gardens,2022-05-25,2022
391,Umran Malik,4,39,2,12,9.75,12.0,RR,Maharashtra Cricket Association Stadium,2022-03-29,2022
392,Andrew Tye,4,39,0,6,9.75,0.0,SRH,DY Patil Stadium,2022-04-04,2022
393,Mohammad Shami,4,39,1,6,9.75,24.0,RR,DY Patil Stadium,2022-04-14,2022
394,Umran Malik,4,39,1,8,9.75,24.0,GT,DY Patil Stadium,2022-04-11,2022
395,Mohammad Shami,4,39,3,14,9.75,8.0,SRH,Wankhede Stadium,2022-04-27,2022
396,Ravichandran Ashwin,4,39,0,10,9.75,0.0,RCB,Wankhede Stadium,2022-04-05,2022
397,Anrich Nortje,4,39,2,8,9.75,12.0,RR,DY Patil Stadium,2022-05-11,2022
398,Ravindra Jadeja,4,39,3,10,9.75,8.0,RCB,DY Patil Stadium,2022-04-12,2022
399,Mohammad Shami,4,39,1,9,9.75,24.0,RCB,Brabourne - CCI,2022-04-30,2022
400,Daniel Sams,4,39,1,8,9.75,24.0,SRH,Wankhede Stadium,2022-05-17,2022
401,Josh Hazlewood,4,39,2,10,9.75,12.0,GT,Wankhede Stadium,2022-05-19,2022
402,Nathan Ellis,4,40,3,11,10.0,8.0,SRH,Wankhede Stadium,2022-05-22,2022
403,Wanindu Hasaranga,4,40,1,9,10.0,24.0,DC,Wankhede Stadium,2022-04-16,2022
404,Wanindu Hasaranga,4,40,1,10,10.0,24.0,PBKS,DY Patil Stadium,2022-03-27,2022
405,Sandeep Sharma,4,40,1,11,10.0,24.0,CSK,Wankhede Stadium,2022-04-25,2022
406,Harshal Patel,4,40,0,5,10.0,0.0,DC,Wankhede Stadium,2022-04-16,2022
407,Yash Dayal,4,40,1,8,10.0,24.0,CSK,Maharashtra Cricket Association Stadium,2022-04-17,2022
408,Dwaine Pretorius,4,40,1,5,10.0,24.0,SRH,Maharashtra Cricket Association Stadium,2022-05-01,2022
409,Obed McCoy,4,40,1,4,10.0,24.0,GT,Eden Gardens,2022-05-24,2022
410,Axar Patel,4,40,0,3,10.0,0.0,MI,Brabourne - CCI,2022-03-27,2022
411,Shardul Thakur,4,40,3,7,10.0,8.0,LSG,Wankhede Stadium,2022-05-01,2022
